level_code,hanzi_type,hanzi_type_name,character
HSK7-9,1,认读,纲
HSK7-9,1,认读,纵
HSK7-9,1,认读,纹
HSK7-9,1,认读,纺
HSK7-9,1,认读,纽
HSK7-9,1,认读,绅
HSK7-9,1,认读,绊
HSK7-9,1,认读,绎
HSK7-9,1,认读,绑
HSK7-9,1,认读,绞
HSK7-9,1,认读,绣
HSK7-9,1,认读,绯
HSK7-9,1,认读,绰
HSK7-9,1,认读,绳
HSK7-9,1,认读,绵
HSK7-9,1,认读,绷
HSK7-9,1,认读,绸
HSK7-9,1,认读,绽
HSK7-9,1,认读,缀
HSK7-9,1,认读,缅
HSK7-9,1,认读,缆
HSK7-9,1,认读,缉
HSK7-9,1,认读,缔
HSK7-9,1,认读,缕
HSK7-9,1,认读,缘
HSK7-9,1,认读,缚
HSK7-9,1,认读,缝
HSK7-9,1,认读,缠
HSK7-9,1,认读,缤
HSK7-9,1,认读,缴
HSK7-9,1,认读,缸
HSK7-9,1,认读,罗
HSK7-9,1,认读,罢
HSK7-9,1,认读,罩
HSK7-9,1,认读,署
HSK7-9,1,认读,翁
HSK7-9,1,认读,翔
HSK7-9,1,认读,翘
HSK7-9,1,认读,翠
HSK7-9,1,认读,翼
HSK7-9,1,认读,耀
HSK7-9,1,认读,耍
HSK7-9,1,认读,耕
HSK7-9,1,认读,耘
HSK7-9,1,认读,耸
HSK7-9,1,认读,耻
HSK7-9,1,认读,耿
HSK7-9,1,认读,聆
HSK7-9,1,认读,聋
HSK7-9,1,认读,肆
HSK7-9,1,认读,肇
HSK7-9,1,认读,肢
HSK7-9,1,认读,肴
HSK7-9,1,认读,肾
HSK7-9,1,认读,胀
HSK7-9,1,认读,胎
HSK7-9,1,认读,胚
HSK7-9,1,认读,胧
HSK7-9,1,认读,脉
HSK7-9,1,认读,脊
HSK7-9,1,认读,腆
HSK7-9,1,认读,腊
HSK7-9,1,认读,腕
HSK7-9,1,认读,腥
HSK7-9,1,认读,腹
HSK7-9,1,认读,腻
HSK7-9,1,认读,腼
HSK7-9,1,认读,腾
HSK7-9,1,认读,膛
HSK7-9,1,认读,膜
HSK7-9,1,认读,膝
HSK7-9,1,认读,膨
HSK7-9,1,认读,膳
HSK7-9,1,认读,臀
HSK7-9,1,认读,舆
HSK7-9,1,认读,舔
HSK7-9,1,认读,舟
HSK7-9,1,认读,舰
HSK7-9,1,认读,舱
HSK7-9,1,认读,舵
HSK7-9,1,认读,舶
HSK7-9,1,认读,艇
HSK7-9,1,认读,艾
HSK7-9,1,认读,芒
HSK7-9,1,认读,芝
HSK7-9,1,认读,芬
HSK7-9,1,认读,芭
HSK7-9,1,认读,芯
HSK7-9,1,认读,芳
HSK7-9,1,认读,芽
HSK7-9,1,认读,苍
HSK7-9,1,认读,苏
HSK7-9,1,认读,苗
HSK7-9,1,认读,苛
HSK7-9,1,认读,苟
HSK7-9,1,认读,若
HSK7-9,1,认读,茁
HSK7-9,1,认读,茂
HSK7-9,1,认读,茉
HSK7-9,1,认读,茎
HSK7-9,1,认读,茫
HSK7-9,1,认读,荆
HSK7-9,1,认读,荒
HSK7-9,1,认读,荡
HSK7-9,1,认读,荤
HSK7-9,1,认读,荧
HSK7-9,1,认读,荫
HSK7-9,1,认读,荷
HSK7-9,1,认读,莅
HSK7-9,1,认读,莉
HSK7-9,1,认读,莫
HSK7-9,1,认读,莲
HSK7-9,1,认读,莹
HSK7-9,1,认读,莽
HSK7-9,1,认读,菇
HSK7-9,1,认读,菩
HSK7-9,1,认读,萌
HSK7-9,1,认读,萍
HSK7-9,1,认读,萎
HSK7-9,1,认读,萝
HSK7-9,1,认读,萧
HSK7-9,1,认读,萨
HSK7-9,1,认读,董
HSK7-9,1,认读,葬
HSK7-9,1,认读,葱
HSK7-9,1,认读,蒂
HSK7-9,1,认读,蒙
HSK7-9,1,认读,蒜
HSK7-9,1,认读,蒸
HSK7-9,1,认读,蓬
HSK7-9,1,认读,蔑
HSK7-9,1,认读,蔓
HSK7-9,1,认读,蔚
HSK7-9,1,认读,蔼
HSK7-9,1,认读,蔽
HSK7-9,1,认读,蕴
HSK7-9,1,认读,蕾
HSK7-9,1,认读,藐
HSK7-9,1,认读,藤
HSK7-9,1,认读,藻
HSK7-9,1,认读,蘑
HSK7-9,1,认读,蘸
HSK7-9,1,认读,虏
HSK7-9,1,认读,虐
HSK7-9,1,认读,虔
HSK7-9,1,认读,虾
HSK7-9,1,认读,蚀
HSK7-9,1,认读,蚊
HSK7-9,1,认读,蛀
HSK7-9,1,认读,蛙
HSK7-9,1,认读,蛮
HSK7-9,1,认读,蜡
HSK7-9,1,认读,蝇
HSK7-9,1,认读,螃
HSK7-9,1,认读,螺
HSK7-9,1,认读,蟹
HSK7-9,1,认读,蠢
HSK7-9,1,认读,衅
HSK7-9,1,认读,衍
HSK7-9,1,认读,衔
HSK7-9,1,认读,衷
HSK7-9,1,认读,袍
HSK7-9,1,认读,袭
HSK7-9,1,认读,袱
HSK7-9,1,认读,裂
HSK7-9,1,认读,裔
HSK7-9,1,认读,裳
HSK7-9,1,认读,裸
